,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
222,1754018,Entire home/apt,7914032,2013-08-03,100%,1.22,9.0,9.0,10.0,10.0,9.0,94.0,65.0,,33000,73
223,1780330,Entire home/apt,9345784,2013-10-10,,0.19,6.0,8.0,10.0,10.0,8.0,60.0,160.0,$40.00,33000,1
224,1788803,Entire home/apt,9386463,2013-10-12,100%,0.13,10.0,10.0,10.0,10.0,10.0,100.0,65.0,$40.00,33000,8
225,1791040,Entire home/apt,9382960,2013-10-12,100%,0.13,10.0,10.0,9.0,9.0,10.0,93.0,156.0,$80.00,33000,7
226,1791884,Entire home/apt,9382960,2013-10-12,100%,0.23,9.0,10.0,9.0,9.0,9.0,91.0,156.0,$80.00,33000,14
227,1800344,Entire home/apt,3070456,2012-07-27,90%,1.25,9.0,9.0,10.0,10.0,9.0,92.0,500.0,$70.00,33200,69
229,1845964,Entire home/apt,6599376,2013-05-27,100%,0.68,9.0,9.0,10.0,10.0,9.0,93.0,80.0,$15.00,33000,38
231,1890659,Entire home/apt,4310833,2012-12-03,100%,1.25,9.0,10.0,10.0,9.0,9.0,93.0,270.0,$60.00,33000,72
233,1926172,Entire home/apt,1029070,2011-08-28,100%,6.08,10.0,10.0,10.0,10.0,10.0,99.0,48.0,$10.00,33000,176
236,1939935,Entire home/apt,10034489,2013-11-15,100%,0.43,8.0,10.0,10.0,10.0,10.0,100.0,450.0,$50.00,33000,1
237,1943710,Entire home/apt,10053712,2013-11-16,100%,0.21,9.0,10.0,10.0,10.0,10.0,96.0,310.0,$0.00,33300,12
238,1949284,Entire home/apt,7548084,2013-07-17,100%,0.13,9.0,9.0,10.0,9.0,10.0,91.0,98.0,$80.00,33000,7
239,1981739,Entire home/apt,10226460,2013-11-24,,0.39,9.0,10.0,10.0,10.0,10.0,91.0,54.0,$35.00,33000,16
240,1981799,Entire home/apt,8807194,2013-09-13,100%,0.14,9.0,9.0,10.0,10.0,9.0,93.0,270.0,$120.00,33300,7
241,1997144,Entire home/apt,10291316,2013-11-27,88%,3.91,9.0,10.0,10.0,10.0,9.0,92.0,65.0,$15.00,33300,232
242,2024975,Entire home/apt,10034489,2013-11-15,100%,0.17,8.0,8.0,9.0,9.0,10.0,90.0,150.0,$30.00,33270,6
243,2029668,Entire home/apt,10423832,2013-12-04,100%,1.14,9.0,8.0,9.0,9.0,10.0,92.0,90.0,$60.00,33400,54
245,2048461,Entire home/apt,10500478,2013-12-08,100%,0.25,10.0,10.0,10.0,10.0,10.0,98.0,140.0,$60.00,33000,14
247,2103453,Entire home/apt,10725320,2013-12-20,33%,0.29,8.0,9.0,9.0,9.0,7.0,87.0,95.0,$45.00,33800,16
248,2111744,Entire home/apt,4822238,2013-01-23,90%,2.26,9.0,10.0,10.0,10.0,9.0,92.0,68.0,$30.00,33000,134
250,2118428,Entire home/apt,10798726,2013-12-24,100%,2.76,9.0,10.0,10.0,10.0,9.0,95.0,400.0,$0.00,33000,126
252,2130255,Entire home/apt,10867971,2013-12-28,25%,0.42,9.0,10.0,10.0,10.0,7.0,80.0,35.0,,33000,10
253,2133988,Entire home/apt,10888994,2013-12-29,100%,0.16,10.0,10.0,10.0,10.0,9.0,93.0,120.0,$75.00,33000,9
254,2144094,Entire home/apt,10943963,2014-01-01,,4.64,10.0,9.0,10.0,10.0,10.0,96.0,76.0,$5.00,33100,274
255,2151772,Entire home/apt,10943571,2014-01-01,100%,0.95,9.0,9.0,10.0,10.0,10.0,96.0,84.0,$30.00,33000,28
257,2154652,Entire home/apt,10995317,2014-01-03,100%,0.25,9.0,8.0,10.0,10.0,8.0,88.0,190.0,,33520,14
258,2154705,Entire home/apt,10810085,2013-12-25,100%,0.88,9.0,9.0,10.0,10.0,10.0,95.0,90.0,$30.00,33290,47
260,2184032,Entire home/apt,11138696,2014-01-09,100%,3.33,9.0,9.0,10.0,10.0,9.0,94.0,70.0,$30.00,33000,195
261,2204876,Entire home/apt,10888994,2013-12-29,100%,0.02,8.0,10.0,8.0,10.0,10.0,80.0,80.0,$60.00,33000,1
262,2207132,Entire home/apt,6529521,2013-05-22,,0.05,9.0,10.0,10.0,10.0,9.0,100.0,75.0,$0.00,33000,3
263,2219615,Entire home/apt,11306750,2014-01-14,,0.12,10.0,9.0,10.0,10.0,10.0,100.0,200.0,,33400,7
264,2225756,Entire home/apt,7721469,2013-07-25,,2.21,10.0,9.0,10.0,10.0,10.0,98.0,250.0,,33000,123
265,2226264,Entire home/apt,11360463,2014-01-16,88%,0.52,10.0,9.0,10.0,9.0,9.0,93.0,150.0,$60.00,33000,16
266,2229602,Entire home/apt,6116023,2013-04-27,,0.11,9.0,9.0,10.0,10.0,9.0,96.0,44.0,$0.00,33130,5
268,2235038,Entire home/apt,5195363,2013-02-23,,0.04,8.0,9.0,9.0,9.0,8.0,90.0,300.0,$70.00,33200,2
269,2248994,Entire home/apt,4057188,2012-11-04,100%,6.71,9.0,9.0,10.0,9.0,10.0,91.0,55.0,$15.00,33000,384
270,2273201,Entire home/apt,11605863,2014-01-24,100%,0.29,9.0,9.0,10.0,10.0,9.0,95.0,35.0,$50.00,33000,16
271,2285698,Entire home/apt,11138696,2014-01-09,100%,1.79,9.0,9.0,10.0,9.0,9.0,90.0,62.0,$30.00,33000,100
272,2308002,Entire home/apt,11787227,2014-01-30,50%,0.21,9.0,10.0,9.0,10.0,9.0,92.0,250.0,$60.00,33300,11
274,2317125,Entire home/apt,9382960,2013-10-12,100%,0.14,9.0,9.0,9.0,9.0,9.0,86.0,130.0,$40.00,33000,7
275,2318661,Entire home/apt,11841137,2014-02-01,100%,0.35,9.0,8.0,9.0,9.0,10.0,94.0,170.0,,33800,18
276,2322866,Entire home/apt,9382960,2013-10-12,100%,0.19,8.0,10.0,9.0,9.0,9.0,87.0,166.0,$80.00,33000,9
278,2337857,Entire home/apt,11546187,2014-01-22,,0.82,9.0,8.0,9.0,9.0,9.0,93.0,40.0,,33130,16
279,2340521,Entire home/apt,4247258,2012-11-26,100%,0.34,9.0,9.0,10.0,10.0,9.0,93.0,80.0,$20.00,33300,14
280,2363783,Entire home/apt,9874153,2013-11-07,100%,0.27,9.0,9.0,10.0,10.0,10.0,100.0,185.0,$80.00,33320,14
281,2370213,Entire home/apt,10888994,2013-12-29,100%,0.12,10.0,10.0,10.0,10.0,10.0,100.0,88.0,$60.00,33000,7
282,2375170,Entire home/apt,11249836,2014-01-13,100%,0.48,9.0,9.0,9.0,9.0,9.0,90.0,70.0,$25.00,33000,22
283,2383441,Entire home/apt,12175598,2014-02-12,,0.47,9.0,10.0,10.0,9.0,9.0,93.0,40.0,,33300,27
289,2436520,Entire home/apt,10612698,2013-12-14,100%,0.43,9.0,10.0,10.0,10.0,10.0,96.0,160.0,$20.00,33200,18
290,2445174,Entire home/apt,12501868,2014-02-23,100%,2.14,9.0,9.0,10.0,10.0,10.0,95.0,67.0,,33000,119
291,2458083,Entire home/apt,12564753,2014-02-25,,0.89,9.0,7.0,9.0,9.0,9.0,87.0,49.0,,33140,51
292,2480264,Entire home/apt,12597975,2014-02-26,65%,0.73,8.0,8.0,9.0,9.0,8.0,80.0,45.0,$0.00,33000,42
293,2482044,Entire home/apt,3430725,2012-08-31,100%,0.02,,,,,,100.0,86.0,$50.00,33000,1
294,2492843,Entire home/apt,12758644,2014-03-03,100%,1.39,10.0,10.0,10.0,10.0,10.0,96.0,85.0,$40.00,33300,78
295,2493747,Entire home/apt,12762976,2014-03-03,100%,0.56,9.0,9.0,10.0,10.0,10.0,98.0,238.0,$0.00,33110,25
297,2517422,Entire home/apt,12888245,2014-03-07,100%,1.04,9.0,9.0,10.0,10.0,10.0,96.0,200.0,,33400,28
